NRS_TRIP_CODE,SAMPLE_DEPTH_M,CPHL_C3,MG_DVP,CPHL_C2,CPHL_C1,CPHL_C1C2,CPHLIDE_A,PHIDE_A,PERID,PYROPHIDE_A,BUT_FUCO,FUCO,NEO,KETO_HEX_FUCO,PRAS,VIOLA,HEX_FUCO,ASTA,DIADCHR,DIADINO,DINO,ANTH,ALLO,MYXO,DIATO,ZEA,LUT,CANTHA,GYRO,DV_CPHL_B,CPHL_B,DV_CPHL_B_AND_CPHL_B,DV_CPHL_A,CPHL_A,DV_CPHL_A_AND_CPHL_A,ECHIN,PHYTIN_B,PHYTIN_A,LYCO,BETA_EPI_CAR,BETA_BETA_CAR,ALPHA_BETA_CAR,PYROPHYTIN_A,QC_FLAG
NRSNSI20100322,WC,0.014,0,0,0.02,(null),0,0,0,0,0.016,0.064,0,0,0,0,0.025,0,0,0.009,0,0,0,0,0,0.052,0,0,0,0,0.019,0.019,0.02,0.323,0.343,0,0,0,0,(null),(null),0.028,0,2
NRSPHB20130725,WC,0.063,0,0.138,0,(null),0.041,0,0.013,0,0.041,0.162,0.012,0,0.029,0.011,0.099,0,0,0.03,0,0.003,0.057,0,0.003,0.01,0,0,0,0,0.114,0.114,0,0.989,0.989,0,0,0,0,(null),(null),0.035,0,1
NRSMAI20090506,WC,0.038,0,0.048,0.003,(null),0,0,0.009,0,0.026,0.022,0.011,0,0.027,0.008,0.059,0,0,0.013,0,0,0.016,0,0,0.02,0,0,0,0,0.111,0.111,0.009,0.388,0.397,0,0,0,0,(null),(null),0.018,0,1
NRSMAI20130611,WC,0.03,0,0.036,0,(null),0.006,0,0.006,0,0.032,0.034,0.004,0,0.012,0.004,0.042,0,0,0.011,0,0,0.006,0,0,0.004,0,0,0,0,0.038,0.038,0,0.178,0.178,0,0,0,0,(null),(null),0.005,0,2
NRSMAI20130807,WC,0.036,0,0.055,0,(null),0.009,0,0.008,0,0.036,0.056,0.01,0,0.026,0.008,0.064,0,0,0.016,0,0.002,0.014,0,0,0.006,0,0,0,0,0.081,0.081,0,0.419,0.419,0,0,0,0,(null),(null),0.014,0,1
NRSKAI20141029,WC,0.028,0,0.027,0,(null),0,0,0.004,0,0.025,0.021,0.004,0,0.011,0.002,0.044,0,0,0.008,0,0,0.001,0,0,0.012,0,0,0,0,0.037,0.037,0.011,0.2,0.211,0,0,0,0,(null),(null),0.007,0,1
NRSKAI20141201,WC,0.033,0,0.034,0,(null),0,0,0.013,0,0.027,0.023,0.004,0,0.01,0.003,0.079,0.004,0,0.012,0,0,0,0,0.005,0.014,0.002,0,0,0,0.037,0.037,0.012,0.263,0.275,0,0,0,0,(null),(null),0.009,0,1
NRSROT20140730,WC,0.026,0,0.041,0,(null),0.016,0,0.011,0,0.021,0.071,0.006,0,0.01,0.003,0.05,0.005,0,0.019,0,0,0.011,0,0,0.018,0,0,0,0,0.037,0.037,0,0.312,0.312,0,0,0,0,(null),(null),0.012,0,0
NRSKAI20140713,WC,0.064,0,0.101,0,(null),0.126,0,0.013,0,0.046,0.222,0.012,0,0.027,0.007,0.085,0.003,0,0.028,0,0,0.024,0,0,0.011,0,0,0,0,0.095,0.095,0,0.634,0.634,0,0,0,0,(null),(null),0.02,0,0
NRSROT20110125,WC,0.029,0,0.029,0,(null),0.008,0,0,0,0.032,0.037,0.004,0,0.01,0.006,0.053,0,0,0.032,0,0.004,0.008,0,0.004,0.022,0,0,0,0,0.031,0.031,0.013,0.237,0.25,0,0,0,0,(null),(null),0.012,0,2
NRSNSI20111220,WC,0.006,0,0.007,0.005,(null),0.007,0,0,0,0.006,0.006,0.014,0,0.006,0.002,0.014,0.005,0,0,0,0,0,0,0,0.057,0.03,0,0,0,0.058,0.058,0.013,0.168,0.181,0,0,0,0,(null),(null),0.01,0,1
NRSNSI20120511,WC,0.049,0,0.042,0,(null),0.013,0,0,0,0.014,0.075,0.011,0,0.006,0.003,0.042,0,0,0.008,0,0.003,0,0,0,0.029,0.021,0,0,0,0.052,0.052,0.013,0.362,0.375,0,0,0,0,(null),(null),0.013,0,1
NRSNSI20120806,WC,0.04,0,0.045,0,(null),0.013,0,0,0,0.025,0.062,0.002,0,0.004,0,0.046,0,0,0.013,0,0,0,0,0,0.028,0,0,0,0.005,0.023,0.028,0.021,0.277,0.298,0,0,0,0,(null),(null),0.011,0,1
NRSYON20091123,WC,0,0,0.014,0,(null),0,0,0,0,0.008,0.024,0,0,0,0.004,0.035,0,0,0.02,0,0,0,0,0,0.257,0,0,0,0,0,0,0.073,0.377,0.45,0,0,0,0,(null),(null),0.056,0,1
NRSYON20100119,WC,0,0,0.007,0,(null),0,0,0,0,0.006,0.011,0,0,0,0,0.018,0,0,0.007,0,0,0,0,0,0.124,0,0,0,0,0,0,0.089,0.132,0.221,0,0,0,0,(null),(null),0.024,0,1
NRSYON20100413,WC,0.022,0,0.022,0,(null),0,0,0,0,0.017,0.027,0.002,0,0,0,0.065,0,0,0.011,0,0,0,0,0,0.08,0,0,0,0,0.015,0.015,0.006,0.275,0.281,0,0,0,0,(null),(null),0.025,0,1
NRSYON20110527,WC,0.015,0,0.016,0,(null),0.017,0,0,0,0.009,0.028,0.002,0,0.004,0.003,0.03,0,0,0.01,0,0,0,0,0,0.071,0,0,0,0,0.018,0.018,0,0.194,0.194,0,0,0,0,(null),(null),0.011,0,1
NRSYON20120615,WC,0.013,0,0.012,0.005,(null),0,0,0,0,0.008,0.014,0,0,0,0,0.023,0,0,0.007,0,0,0,0,0,0.052,0,0,0,0,0.011,0.011,0,0.179,0.179,0,0,0,0,(null),(null),0.012,0,1
NRSYON20121129,WC,0.007,0,0.015,0,(null),0.007,0,0,0,0.007,0.012,0,0,0,0.002,0.022,0,0,0.011,0,0,0,0,0,0.097,0,0,0,0.005,0.008,0.013,0.052,0.158,0.21,0,0,0,0,(null),(null),0.019,0,1
NRSPHB20090422,WC,0.021,0,0.027,0,(null),0,0,0,0,0.028,0.022,0,0,0.007,0,0.047,0,0,0.012,0,0,0.006,0,0,0.028,0,0,0,0,0.039,0.039,0.016,0.208,0.224,0,0,0,0,(null),(null),0.016,0,1
NRSPHB20090920,WC,0.034,0,0.066,0,(null),0.155,0,0.006,0,0.007,0.235,0.003,0,0.008,0.003,0.03,0,0,0.039,0,0,0.006,0,0.007,0,0,0,0,0,0.025,0.025,0,0.519,0.519,0,0,0,0,(null),(null),0.019,0,2
NRSPHB20110619,WC,0.06,0,0.066,0,(null),0.017,0,0.007,0,0.058,0.103,0.007,0,0.015,0.006,0.083,0,0,0.03,0,0,0.019,0,0.005,0.035,0,0,0,0,0.067,0.067,0.015,0.517,0.532,0,0,0,0,(null),(null),0.023,0,2
NRSKAI20100215,WC,0.022,0,0.036,0,(null),0,0,0.028,0,0.024,0.072,0.004,0,0.005,0,0.041,0,0,0.013,0,0,0,0,0,0.036,0,0,0,0,0.03,0.03,0.02,0.3,0.32,0,0,0,0,(null),(null),0.011,0,4
NRSKAI20100721,WC,0,0,0.013,0,(null),0,0,0,0,0.011,0.017,0,0,0.009,0,0.026,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0.04,0.04,0,0.164,0.164,0,0,0,0,(null),(null),0,0,4
NRSKAI20111026,WC,0.022,0,0.03,0.004,(null),0,0,0.006,0,0.026,0.021,0.005,0,0.012,0.003,0.058,0,0,0.015,0,0,0.002,0,0.003,0.028,0,0,0,0,0.047,0.047,0.017,0.218,0.235,0,0,0,0,(null),(null),0.011,0,2
NRSDAR20150316,WC,0,0,0.095,0.053,(null),0,0,0,0,0,0.428,0.014,0,0.034,0.01,0.009,0,0,0.036,0,0.028,0,0,0,0.098,0,0,0,0,0.097,0.097,0,1.286,1.286,0,0,0,0,(null),(null),0.066,0,1
NRSYON20141120,WC,0.009,0,0.016,0,(null),0.006,0,0.003,0,0.01,0.019,0.001,0,0,0.001,0.022,0,0,0.009,0,0,0,0,0,0.101,0,0,0,0.006,0.008,0.014,0.075,0.157,0.232,0,0,0,0,(null),(null),0.025,0,1
NRSNSI20120821,WC,0.031,0,0.045,0,(null),0.023,0,0,0,0.015,0.07,0.003,0,0.004,0,0.036,0,0,0.011,0,0,0.003,0,0.002,0.022,0,0,0,0,0.028,0.028,0.018,0.293,0.311,0,0,0,0,(null),(null),0.011,0,1
NRSNSI20130111,WC,0.013,0,0.024,0,(null),0.01,0,0,0,0.008,0.012,0.008,0,0.005,0.003,0.023,0,0,0.003,0,0.003,0,0,0,0.077,0.013,0,0,0.005,0.05,0.055,0.058,0.217,0.275,0,0,0,0,(null),(null),0.02,0,1
NRSNSI20130123,WC,0.028,0,0.034,0,(null),0.009,0,0,0,0.016,0.029,0.005,0,0.006,0.001,0.036,0,0,0.005,0,0,0,0,0,0.057,0.007,0,0,0.01,0.039,0.049,0.066,0.229,0.295,0,0,0,0,(null),(null),0.018,0,1
NRSDAR20130617_15:00,WC,0.032,0,0.041,0.024,(null),0,0,0,0,0,0.116,0.007,0,0.024,0.005,0.026,0,0,0.016,0,0,0.011,0,0,0.117,0,0,0,0,0.069,0.069,0,0.569,0.569,0,0,0,0,(null),(null),0.048,0,1
NRSYON20100817,WC,0,0,0,0.005,(null),0,0,0,0,0.008,0.01,0,0,0,0,0.021,0,0,0.006,0,0,0,0,0.005,0.119,0,0,0,0.005,0.009,0.014,0.075,0.102,0.177,0,0,0,0,(null),(null),0.02,0,1
NRSYON20101208,WC,0.009,0,0.016,0,(null),0.009,0,0,0,0.007,0.019,0,0,0,0,0.021,0,0,0.006,0,0,0,0,0,0.081,0,0,0,0.007,0.009,0.016,0.064,0.123,0.187,0,0,0,0,(null),(null),0.018,0,1
NRSYON20111027,WC,0,0,0.014,0,(null),0,0,0,0,0.008,0.011,0,0,0,0,0.019,0,0,0.005,0,0,0,0,0,0.068,0,0,0,0,0,0,0.03,0.085,0.115,0,0,0,0,(null),(null),0.01,0,1
NRSYON20120112,WC,0.007,0,0.013,0,(null),0.014,0,0,0,0.006,0.019,0,0,0,0.001,0.021,0,0,0.009,0,0,0,0,0,0.147,0,0,0,0.004,0.009,0.013,0.08,0.152,0.232,0,0,0,0,(null),(null),0.026,0,2
NRSYON20120726,WC,0.013,0,0.015,0.005,(null),0,0,0,0,0.009,0.02,0,0,0,0,0.026,0,0,0.005,0,0,0,0,0,0.036,0,0,0,0,0.013,0.013,0.004,0.192,0.196,0,0,0,0,(null),(null),0.012,0,1
NRSNIN20120827,WC,0.051,0,0.052,0,(null),0.009,0,0.007,0,0.044,0.032,0.005,0,0.009,0.003,0.085,0.005,0,0.013,0,0,0.004,0,0,0.086,0,0,0,0.019,0.046,0.065,0.13,0.328,0.458,0,0,0,0,(null),(null),0.034,0,1
NRSNIN20121107,WC,0.049,0,0.08,0,(null),0.04,0,0.021,0,0.037,0.088,0.008,0,0.017,0.002,0.067,0,0,0.022,0,0.004,0.007,0,0.004,0.03,0,0,0,0.006,0.078,0.084,0.026,0.406,0.432,0,0,0,0,(null),(null),0.017,0,1
NRSNSI20131212,WC,0.078,0,0.07,0,(null),0.124,0,0,0,0.029,0.154,0.013,0,0.007,0.007,0.06,0.005,0,0.015,0,0.004,0,0,0,0.027,0.024,0,0,0,0.047,0.047,0.01,0.39,0.4,0,0,0,0,(null),(null),0.012,0,1
NRSKAI20111219,WC,0.046,0,0.048,0.003,(null),0,0,0.009,0,0.024,0.075,0.003,0,0.005,0.002,0.039,0,0,0.015,0,0.002,0.003,0,0.006,0.068,0,0,0,0.008,0.044,0.052,0.072,0.296,0.368,0,0,0,0,(null),(null),0.02,0,1
NRSYON20140220,WC,0.048,0,0.051,0,(null),0.066,0,0.006,0,0.021,0.088,0.003,0,0.005,0.003,0.05,0,0,0.019,0,0.003,0.004,0,0.004,0.105,0,0,0,0,0.039,0.039,0.015,0.635,0.65,0,0,0,0,(null),(null),0.038,0,1
NRSMAI20140408,WC,0.086,0,0.089,0,(null),0.06,0,0.012,0,0.051,0.073,0.011,0,0.023,0.008,0.123,0.004,0,0.031,0,0.003,0.017,0,0,0.051,0,0,0,0,0.098,0.098,0.045,0.57,0.615,0,0,0,0,(null),(null),0.029,0,1
NRSDAR20140403,WC,0.019,0,0.102,0.059,(null),0,0,0,0,0.018,0.584,0,0,0,0,0,0.055,0,0.053,0,0,0.017,0,0,0.096,0,0,0,0,0.041,0.041,0,1.309,1.309,0,0,0,0,(null),(null),0.068,0,1
NRSKAI20140313,WC,0.082,0,0.073,0,(null),0.023,0,0.018,0,0.043,0.121,0.004,0,0.006,0.003,0.076,0,0,0.027,0,0.002,0.002,0,0.015,0.028,0,0,0,0.008,0.039,0.047,0.026,0.442,0.468,0,0,0,0,(null),(null),0.017,0,1
NRSKAI20140507,WC,0.019,0,0.018,0.003,(null),0,0,0,0,0.016,0.028,0.003,0,0.009,0.001,0.027,0,0,0.004,0,0,0.004,0,0,0.006,0,0,0,0,0.028,0.028,0.007,0.144,0.151,0,0,0,0,(null),(null),0.007,0,1
NRSKAI20140122,WC,0.054,0,0.071,0.008,(null),0,0,0.02,0,0.053,0.047,0.009,0,0.023,0.005,0.073,0.004,0,0.018,0,0.007,0.01,0,0.009,0.01,0,0,0,0,0.074,0.074,0.002,0.426,0.428,0,0,0,0,(null),(null),0.013,0,1
NRSMAI20140318,WC,0.037,0,0.106,0.016,(null),0,0,0.007,0,0.038,0.036,0.023,0,0.058,0.016,0.058,0.009,0,0.017,0,0.006,0.08,0,0.004,0.075,0,0,0,0,0.195,0.195,0.033,0.818,0.851,0,0,0,0,(null),(null),0.046,0,1
NRSMAI20140516,WC,0.036,0,0.069,0.012,(null),0,0,0.012,0,0.028,0.031,0.016,0,0.038,0.009,0.057,0,0,0.012,0,0,0.04,0,0,0.015,0,0,0,0,0.147,0.147,0.008,0.553,0.561,0,0,0,0,(null),(null),0.024,0,0
NRSMAI20140619,WC,0.025,0,0.047,0,(null),(null),0,0.003,0,0.028,0.029,0.011,0,0.03,0.008,0.055,(null),0,0.01,0,0,0.014,0,0,0.01,0,0,0,0,0.115,0.115,0,0.383,0.383,0,0,0,0,(null),(null),0.015,0,1
NRSMAI20140703,WC,0.028,0,0.037,0,(null),(null),0,0.005,0,0.026,0.023,0.007,0,0.019,0.004,0.049,(null),0,0.012,0,0.002,0.014,0,0,0.01,0,0,0,0,0.078,0.078,0,0.305,0.305,0,0,0,0,(null),(null),0.011,0,1
NRSNSI20131016,WC,0.071,0,0.083,0,(null),0.197,0,0.005,0,0.025,0.168,0.009,0,0.013,0.004,0.046,0.004,0,0.021,0,0.004,0.009,0,0.003,0.251,0.01,0,0,0,0.034,0.034,0,0.374,0.374,0,0,0,0,(null),(null),0.01,0,1
NRSNSI20131121,WC,0.013,0,0.017,0,(null),0,0,0,0,0.018,0.062,0.002,0,0.002,0.001,0.038,0.002,0,0.01,0,0,0,0,0.005,0.029,0.002,0,0,0,0.016,0.016,0.014,0.193,0.207,0,0,0,0,(null),(null),0.007,0,0
NRSNSI20140213,WC,0.011,0,0.024,0,(null),0.008,0,0,0,0.022,0.018,0.006,0,0.007,0.002,0.041,0.002,0,0.005,0,0,0.001,0,0,0.042,0.004,0,0,0,0.042,0.042,0.034,0.221,0.255,0,0,0,0,(null),(null),0.01,0,0
NRSNSI20140306,WC,0.018,0,0.032,0,(null),0,0,0.004,0,0.029,0.058,0.005,0,0.009,0.001,0.05,0,0,0.012,0,0,0.004,0,0,0.069,0,0,0,0.006,0.049,0.055,0.06,0.364,0.424,0,0,0,0,(null),(null),0.024,0,0
NRSNSI20140404,WC,0.034,0,0.035,0,(null),0.024,0,0.004,0,0.03,0.038,0.006,0,0.009,0.002,0.056,0,0,0.01,0,0,0.004,0,0,0.039,0.005,0,0,0.003,0.041,0.044,0.029,0.303,0.332,0,0,0,0,(null),(null),0.016,0,0
NRSNSI20140507,WC,0.029,0,0.043,0,(null),0.005,0,0.004,0,0.051,0.027,0.004,0,0.005,0.001,0.073,0,0,0.012,0,0,0,0,0.002,0.042,0,0,0,0.022,0.037,0.059,0.066,0.283,0.349,0,0,0,0,(null),(null),0.023,0,0
NRSPHB20140120,WC,0.075,0,0.09,0,(null),0.051,0,0.009,0,0.032,0.21,0.004,0,0.008,0.003,0.044,0.004,0,0.037,0,0.002,0.003,0,0.005,0.028,0,0,0,0,0.07,0.07,0.026,0.601,0.627,0,0,0.062,0,(null),(null),0.023,0,0
NRSPHB20140211,WC,0.103,0,0.126,0,(null),0.048,0,0.018,0,0.024,0.372,0.006,0,0.012,0.006,0.062,0.01,0,0.051,0,0,0.003,0,0.003,0.016,0.006,0,0,0,0.06,0.06,0.01,0.957,0.967,0,0,0,0,(null),(null),0.029,0,0
NRSPHB20140317,WC,0.038,0,0.038,0,(null),0.012,0,0.003,0,0.042,0.033,0.004,0,0.007,0.003,0.046,0.003,0,0.015,0,0.001,0.006,0,0.002,0.036,0.004,0,0,0.007,0.042,0.049,0.032,0.32,0.352,0,0,0,0,(null),(null),0.017,0,0
NRSMAI20140915,WC,0.094,0,0.188,0,(null),0.263,0.057,0.014,0,0.017,0.378,0.005,0,0.018,0.005,0.095,0.01,0.049,0,0,0,0.017,0,0.004,0.004,0,0,0,0,0.064,0.064,0,0.911,0.911,0,0,0,0,(null),(null),0.025,0,0
NRSMAI20141029,WC,0.037,0,0.063,0,(null),0.004,0,0,0,0.031,0.074,0.004,0,0.019,0.003,0.102,0,0.032,0,0,0,0.012,0,0.002,0,0,0,0,0,0.027,0.027,0,0.437,0.437,0,0,0,0,(null),(null),0.011,0,0
NRSMAI20141127,WC,0.011,0,0.024,0,(null),0,0,0.005,0,0.006,0.016,0,0,0,0,0.05,0,0.012,0,0,0,0.01,0,0,0,0,0,0,0,0.006,0.006,0,0.176,0.176,0,0,0,0,(null),(null),0.005,0,0
NRSDAR20140117_21:30,WC,0.017,0,0.089,0.081,(null),0.33,0,0,0,0.015,0.566,0,0,0.021,0,0,0.035,0,0.051,0,0,0.024,0,0.008,0.095,0,0,0,0,0.039,0.039,0,1.414,1.414,0,0,0,0,(null),(null),0.071,0,0
NRSDAR20140118_00:30,WC,0.019,0,0.066,0.086,(null),0.737,0,0,0,0.033,0.756,0,0,0.024,0,0,0.064,0,0.065,0,0,0.03,0,0.008,0.126,0,0,0,0,0.09,0.09,0,1.831,1.831,0,0,0,0,(null),(null),0.096,0,0
NRSDAR20140118_03:30,WC,0,0,0.044,0.047,(null),0.32,0,0,0,0.014,0.377,0,0,0.016,0,0,0.032,0,0.029,0,0,0.02,0,0,0.081,0,0,0,0,0.046,0.046,0,0.944,0.944,0,0,0,0,(null),(null),0.045,0,0
NRSDAR20140117_19:50,WC,0.014,0,0.082,0.079,(null),0.444,0,0,0,0.017,0.5,0,0,0.019,0,0,0.032,0,0.043,0,0,0.022,0,0.005,0.089,0,0,0,0,0.04,0.04,0,1.29,1.29,0,0,0,0,(null),(null),0.066,0,0
NRSYON20131015,WC,0.019,0,0.024,0.005,(null),0,0,0.005,0,0.009,0.032,0.002,0,0.003,0.003,0.027,0.004,0,0.01,0,0,0,0,0,0.102,0,0,0,0.015,0.016,0.031,0.103,0.207,0.31,0,0,0,0,(null),(null),0.032,0,0
NRSYON20131114,WC,0.021,0,0.033,0,(null),0.057,0,0,0,0.012,0.022,0.002,0,0,0.003,0.042,0.005,0,0.011,0,0.003,0,0,0,0.137,0,0,0,0.014,0.02,0.034,0.133,0.251,0.384,0,0,0,0,(null),(null),0,0,0
NRSYON20131205,WC,0.03,0,0.034,0,(null),0.013,0,0,0,0.025,0.027,0.003,0,0.002,0.003,0.054,0.004,0,0.01,0,0,0,0,0,0.127,0,0,0,0.009,0.022,0.031,0.092,0.398,0.49,0,0,0,0,(null),(null),0,0,0
NRSYON20140122,WC,0.008,0,0.013,0.004,(null),0,0,0,0,0.005,0.012,0,0,0,0.002,0.016,0.004,0,0.009,0,0,0,0,0.002,0.12,0,0,0,0.007,0.006,0.013,0.068,0.18,0.248,0,0,0,0,(null),(null),0.027,0,0
NRSDAR20130916,WC,0.019,0,0.032,0.009,(null),0,0,0,0,0.006,0.082,0.005,0,0.018,0.006,0.029,(null),0,0.016,0,0,0.008,0,0,0.109,0,0,0,0,0.048,0.048,0,0.454,0.454,0,0,0,0,(null),(null),0.037,0,0
NRSNIN20130806,WC,0.036,0,0.038,0,(null),0.007,0,0.004,0,0.023,0.035,0.006,0,0.013,0.005,0.05,(null),0,0.011,0,0.003,0.005,0,0,0.048,0,0,0,0,0.063,0.063,0.027,0.327,0.354,0,0,0,0,(null),(null),0.022,0,0
NRSKAI20130827,WC,0.03,0,0.038,0.004,(null),0,0,0.008,0,0.024,0.026,0.006,0,0.014,0.004,0.051,(null),0,0.01,0,0.004,0.011,0,0.007,0.047,0,0,0,0,0.059,0.059,0.045,0.283,0.328,0,0,0,0,(null),(null),0.018,0,0
NRSMAI20131117,WC,0.022,0,0.069,0,(null),0.011,0,0.029,0,0.007,0.028,0.017,0,0.047,0.018,0.058,(null),0,0.02,0,0.004,0.024,0,0,0.006,0,0,0,0,0.144,0.144,0,0.542,0.542,0,0,0,0,(null),(null),0.021,0,0
NRSMAI20131217,WC,0.041,0,0.114,0,(null),0.041,0,0.072,0,0.01,0.098,0.006,0,0.013,0.005,0.052,(null),0,0.034,0,0,0.037,0,0.004,0.011,0,0,0,0,0.042,0.042,0,0.637,0.637,0,0,0,0,(null),(null),0.019,0,0
NRSROT20131122,WC,0.016,0,0.026,0,(null),0.008,0,0.011,0,0.007,0.024,0.003,0,0.007,0.001,0.033,0.003,0,0.019,0,0.003,0.007,0,0.006,0.018,0,0,0,0,0.022,0.022,0.007,0.163,0.17,0,0,0,0,(null),(null),0.007,0,0
NRSROT20131218,WC,0.022,0,0.028,0,(null),0.008,0,0,0,0.011,0.047,0.002,0,0.005,0.003,0.037,0.006,0,0.021,0,0,0.002,0,0.004,0.023,0,0,0,0,0.018,0.018,0.008,0.225,0.233,0,0,0,0,(null),(null),0.009,0,0
NRSPHB20131020,WC,0.071,0,0.083,0,(null),0.021,0,0.011,0,0.039,0.146,0.004,0,0.01,0.003,0.045,(null),0,0.023,0,0,0.009,0,0,0.015,0,0,0,0,0.042,0.042,0,0.574,0.574,0,0,0,0,(null),(null),0.016,0,0
NRSPHB20131027,WC,0.051,0,0.053,0.003,(null),0,0,0.019,0,0.041,0.03,0.004,0,0.007,0.002,0.075,(null),0,0.013,0,0,0.009,0,0,0.015,0,0,0,0,0.038,0.038,0,0.343,0.343,0,0,0,0,(null),(null),0.011,0,0
NRSPHB20131202,WC,0.031,0,0.035,0.006,(null),0,0,0.007,0,0.033,0.025,0.008,0,0.014,0.009,0.042,(null),0,0.015,0,0,0,0,0,0.031,0.008,0,0,0,0.058,0.058,0.019,0.238,0.257,0,0,0,0,(null),(null),0.014,0,0
NRSMAI20140205,WC,0.04,0,0.101,0.009,(null),0,0,0.099,0,0.018,0.061,0.016,0,0.04,0.015,0.056,(null),0,0.003,0,0,0.01,0,0,0.03,0,0,0,0,0.143,0.143,0,0.636,0.636,0,0,0,0,(null),(null),0.024,0,0
NRSROT20140122,WC,0.04,0,0.057,0,(null),0.015,0,0.018,0,0.022,0.102,0.003,0,0.006,0.002,0.043,0,0,0.037,0,0.003,0.007,0,0.014,0.023,0,0,0,0,0.032,0.032,0.012,0.388,0.4,0,0,0,0,(null),(null),0.015,0,0
NRSROT20140227,WC,0.031,0,0.032,0,(null),0.009,0,0,0,0.023,0.034,0.005,0,0.013,0.006,0.053,0.003,0,0.02,0,0.004,0.004,0,0.004,0.022,0.002,0,0,0,0.044,0.044,0.012,0.224,0.236,0,0,0,0,(null),(null),0.01,0,0
NRSESP20110512,WC,0.074,0,0.087,0,(null),0.065,0,0.024,0,0.044,0.092,0.011,0,0.019,0.006,0.143,0,0,0.025,0,0.003,0.033,0,0.009,0.043,0,0,0,0,0.091,0.091,0.008,0.604,0.612,0,0,0,0,(null),(null),0.03,0,1
NRSESP20120612,WC,0.081,0,0.106,0,(null),0.017,0,0,0,0.058,0.084,0.015,0,0.029,0.014,0.13,0.005,0,0.036,0,0.003,0.026,0,0.003,0.018,0.004,0,0,0,0.131,0.131,0,0.715,0.715,0,0,0,0,(null),(null),0.025,0,1
NRSNSI20091101,WC,0,0,0.009,0,(null),0,0,0,0,0.005,0.021,0,0,0,0,0.016,0,0,0.004,0,0,0,0,0,0.023,0,0,0,0,0,0,0.01,0.107,0.117,0,0,0,0,(null),(null),0.006,0,2
NRSNSI20100214,WC,0.027,0,0,0.033,(null),0,0,0,0,0.024,0.085,0,0,0.004,0,0.041,0,0,0.013,0,0,0,0,0,0.037,0,0,0,0,0.028,0.028,0.007,0.292,0.299,0,0,0,0,(null),(null),0.017,0,2
NRSNSI20100411,WC,0.012,0,0,0.026,(null),0,0,0,0,0.025,0.061,0,0,0,0,0.039,0,0,0.008,0,0,0,0,0.004,0.026,0,0,0,0,0.025,0.025,0.013,0.203,0.216,0,0,0,0,(null),(null),0.01,0,2
NRSPHB20130514,WC,0.05,0,0.082,0,(null),0.022,0,0.015,0,0.025,0.085,0.014,0,0.024,0.012,0.062,0,0,0.023,0,0.003,0.038,0,0.004,0.031,0.013,0,0,0,0.111,0.111,0.01,0.655,0.665,0,0,0,0,(null),(null),0.028,0,1
NRSMAI20110812,WC,0.019,0,0.03,0,(null),0.011,0,0,0,0.02,0.057,0.005,0,0.013,0.002,0.035,0,0,0.01,0,0,0.003,0,0,0.006,0,0,0,0,0.047,0.047,0,0.24,0.24,0,0,0,0,(null),(null),0.006,0,1
NRSMAI20111026,WC,0.052,0,0.18,0.037,(null),0,0,0.041,0,0.005,0.504,0.009,0,0.028,0.007,0.037,0.011,0,0.054,0,0.003,0.037,0,0.003,0.005,0,0,0,0,0.082,0.082,0,1.449,1.449,0,0,0,0,(null),(null),0.043,0,2
NRSMAI20120412,WC,0.034,0,0.066,0.007,(null),0,0,0.009,0,0.026,0.054,0.021,0,0.047,0.016,0.08,0,0,0.017,0,0,0.037,0,0,0.017,0,0,0,0,0.178,0.178,0.006,0.604,0.61,0,0,0,0,(null),(null),0.029,0,1
NRSMAI20120820,WC,0.028,0,0.053,0.009,(null),0,0,0.009,0,0.021,0.046,0.013,0,0.027,0.008,0.053,0,0,0.011,0,0,0.012,0,0,0.01,0,0,0,0,0.108,0.108,0,0.441,0.441,0,0,0,0,(null),(null),0.013,0,1
NRSMAI20130821,WC,0.053,0,0.063,0.005,(null),0,0,0.009,0,0.038,0.079,0.008,0,0.019,0.006,0.07,0,0,0.02,0,0,0.01,0,0,0.007,0,0,0,0,0.072,0.072,0,0.442,0.442,0,0,0,0,(null),(null),0.013,0,1
NRSESP20090917,WC,0.013,0,0.025,0.004,(null),0,0,0.009,0,0.019,0.041,0.006,0,0.013,0.003,0.033,0.004,0,0.014,0,0.004,0.007,0,0.008,0.008,0,0,0,0,0.046,0.046,0,0.237,0.237,0,0,0,0,(null),(null),0.006,0,0
NRSESP20091216,WC,0.019,0,0.032,0,(null),0,0,0.008,0,0.02,0.045,0.004,0,0.007,0.005,0.048,0,0,0.019,0,0,0.002,0,0.003,0.041,0,0,0,0,0.033,0.033,0,0.237,0.237,0,0,0,0,(null),(null),0.016,0,2
NRSROT20100617,WC,0.032,0,0.04,0,(null),0,0,0.007,0,0.023,0.078,0.009,0,0.016,0.005,0.061,0.008,0,0.016,0,0,0.02,0,0,0.035,0,0,0,0,0.07,0.07,0.01,0.37,0.38,0,0,0,0,(null),(null),0.02,0,1
NRSROT20130712,WC,0.029,0,0.039,0,(null),0.011,0,0.006,0,0.011,0.037,0.003,0,0.01,0.001,0.034,0,0,0.007,0,0,0.006,0,0,0.025,0,0,0,0,0.053,0.053,0,0.337,0.337,0,0,0,0,(null),(null),0.009,0,2
